"DWV","DW","round","Dogs.with.collars","Dogs.without.collars","month_vax","year_vax","Dogs_vax"
"nanyumbu_nanyumbu_nanderu","nanyumbu_nanyumbu",3,7,1,NA,NA,NA
"nanyumbu_nanyumbu_nanderu","nanyumbu_nanyumbu",5,8,1,83,2016,12
"nanyumbu_nanyumbu_nanyumbu","nanyumbu_nanyumbu",4,8,3,68,2015,13
"nanyumbu_nanyumbu_nanyumbu","nanyumbu_nanyumbu",5,13,0,83,2016,23
"nanyumbu_napacho_chimika","nanyumbu_napacho",3,4,0,54,2014,7
"nanyumbu_napacho_chimika","nanyumbu_napacho",5,2,4,83,2016,6
"nanyumbu_napacho_kazamoyo","nanyumbu_napacho",3,4,0,54,2014,3
"nanyumbu_napacho_mburusa","nanyumbu_napacho",3,10,0,54,2014,40
"nanyumbu_napacho_mburusa","nanyumbu_napacho",5,6,3,83,2016,26
"nanyumbu_napacho_mpombe","nanyumbu_napacho",3,0,0,NA,NA,NA
"nanyumbu_napacho_mpombe","nanyumbu_napacho",5,3,3,83,2016,14
"nanyumbu_napacho_nakopi","nanyumbu_napacho",3,7,0,54,2014,15
"nanyumbu_napacho_nakopi","nanyumbu_napacho",5,3,1,83,2016,15
"nanyumbu_napacho_ndechela","nanyumbu_napacho",3,2,0,54,2014,30
"nanyumbu_sengenya_amani","nanyumbu_sengenya",5,1,3,83,2016,1
"nanyumbu_sengenya_chinyanyira","nanyumbu_sengenya",3,8,2,54,2014,13
"nanyumbu_sengenya_chinyanyira","nanyumbu_sengenya",4,6,0,68,2015,8
"nanyumbu_sengenya_chinyanyira","nanyumbu_sengenya",5,0,0,83,2016,8
"nanyumbu_sengenya_mara","nanyumbu_sengenya",3,4,2,54,2014,10
"nanyumbu_sengenya_mara","nanyumbu_sengenya",4,6,3,68,2015,11
"nanyumbu_sengenya_masyalele","nanyumbu_sengenya",3,5,1,54,2014,27
"nanyumbu_sengenya_masyalele","nanyumbu_sengenya",4,5,10,68,2015,19
"nanyumbu_sengenya_masyalele","nanyumbu_sengenya",5,1,0,83,2016,19
"nanyumbu_sengenya_mkumbaru","nanyumbu_sengenya",3,7,1,54,2014,43
"nanyumbu_sengenya_mkumbaru","nanyumbu_sengenya",4,6,3,68,2015,33
"nanyumbu_sengenya_mkumbaru","nanyumbu_sengenya",5,7,1,83,2016,33
"nanyumbu_sengenya_nachura","nanyumbu_sengenya",3,8,6,54,2014,33
"nanyumbu_sengenya_nachura","nanyumbu_sengenya",4,21,8,68,2015,17
"nanyumbu_sengenya_nachura","nanyumbu_sengenya",5,8,3,NA,NA,NA
"nanyumbu_sengenya_namarupi","nanyumbu_sengenya",3,6,8,54,2014,5
"nanyumbu_sengenya_namarupi","nanyumbu_sengenya",4,4,2,68,2015,16
"nanyumbu_sengenya_namarupi","nanyumbu_sengenya",5,7,1,83,2016,8
"nanyumbu_sengenya_rukumbi","nanyumbu_sengenya",4,6,5,68,2015,14
"nanyumbu_sengenya_rukumbi","nanyumbu_sengenya",5,12,5,83,2016,14
"nanyumbu_sengenya_sengenya","nanyumbu_sengenya",3,18,32,54,2014,30
"nanyumbu_sengenya_sengenya","nanyumbu_sengenya",4,25,7,68,2015,44
"nanyumbu_sengenya_sengenya","nanyumbu_sengenya",5,6,6,83,2016,29
"newala_chihangu_chihangua","newala_chihangu",3,6,4,55,2014,12
"newala_chihangu_chihangua","newala_chihangu",4,5,2,68,2015,29
"newala_chihangu_chihangua","newala_chihangu",5,5,2,83,2016,25
"newala_chihangu_chihangub","newala_chihangu",4,1,1,NA,NA,NA
"newala_chihangu_chihangub","newala_chihangu",5,4,3,83,2016,16
"newala_chihangu_idamnole","newala_chihangu",4,2,2,68,2015,10
"newala_chihangu_idamnole","newala_chihangu",5,0,3,83,2016,1
"newala_chihangu_mtongwelejuu","newala_chihangu",3,5,8,55,2014,11
"newala_chihangu_mtongwelejuu","newala_chihangu",4,0,0,68,2015,3
"newala_chihangu_mtongwelejuu","newala_chihangu",5,1,1,83,2016,2
"newala_chilangala_chilangala","newala_chilangala",3,1,3,55,2014,6
"newala_chilangala_chilangala","newala_chilangala",4,8,7,68,2015,25
"newala_chilangala_mikumbi","newala_chilangala",3,6,3,55,2014,31
"newala_chilangala_mikumbi","newala_chilangala",4,2,3,68,2015,12
"newala_chilangala_miyuyu","newala_chilangala",4,4,5,68,2015,4
"newala_chilangala_mkongi","newala_chilangala",4,6,4,68,2015,8
"newala_chilangala_mkudumba","newala_chilangala",3,21,8,55,2014,12
"newala_chilangala_mkudumba","newala_chilangala",4,0,0,68,2015,9
"newala_chilangala_mkudumba","newala_chilangala",5,0,2,83,2016,10
"newala_chilangala_namangadu","newala_chilangala",5,0,0,NA,NA,NA
"newala_chilangala_namdimba","newala_chilangala",4,4,2,68,2015,7
"newala_chilangala_navanga","newala_chilangala",4,0,2,68,2015,8
"newala_chitekete_chitekete","newala_chitekete",4,0,0,68,2015,1
"newala_chitekete_mchangani","newala_chitekete",3,2,5,55,2014,4
"newala_chitekete_mchangani","newala_chitekete",4,0,0,68,2015,3
"newala_chitekete_nambudi","newala_chitekete",4,2,2,68,2015,4
"newala_chitekete_namkonda","newala_chitekete",3,2,16,55,2014,6
"newala_chitekete_namkonda","newala_chitekete",4,1,1,NA,NA,NA
"newala_chiwonga_chikuti","newala_chiwonga",3,2,0,NA,NA,NA
"newala_chiwonga_chiwonga","newala_chiwonga",3,2,2,55,2014,4
"newala_chiwonga_chiwonga","newala_chiwonga",5,0,0,83,2016,4
"newala_chiwonga_mmulunga","newala_chiwonga",3,2,8,55,2014,12
"newala_chiwonga_mmulunga","newala_chiwonga",5,0,0,83,2016,1
"newala_chiwonga_pachanne","newala_chiwonga",3,2,1,55,2014,2
"newala_chiwonga_ukombozi","newala_chiwonga",3,3,3,55,2014,6
"newala_chiwonga_ukombozi","newala_chiwonga",5,0,0,NA,NA,NA
"newala_kitangari_kitangarihospitali","newala_kitangari",3,7,4,55,2014,7
"newala_kitangari_kitangarisokoni","newala_kitangari",3,8,7,55,2014,20
"newala_kitangari_kitangarisokoni","newala_kitangari",4,6,2,NA,NA,NA
"newala_kitangari_kitangarisokoni","newala_kitangari",5,0,0,NA,NA,NA
"newala_kitangari_mandala","newala_kitangari",3,7,5,55,2014,7
"newala_kitangari_mapinduzi","newala_kitangari",3,1,6,55,2014,6
"newala_kitangari_mitema","newala_kitangari",3,1,4,55,2014,14
"newala_kitangari_mmovo","newala_kitangari",3,4,4,55,2014,18
"newala_kitangari_mnali","newala_kitangari",5,0,0,NA,NA,NA
"newala_kitangari_namkonda","newala_kitangari",3,3,1,55,2014,18
"newala_kitangari_nanda","newala_kitangari",3,2,6,55,2014,25
"newala_kitangari_nanda","newala_kitangari",5,2,0,83,2016,3
"newala_luchindu_chitandi","newala_luchindu",4,5,0,68,2015,19
"newala_luchindu_chitandi","newala_luchindu",5,4,1,83,2016,11
"newala_luchindu_lingana","newala_luchindu",4,4,0,68,2015,13
"newala_luchindu_lingana","newala_luchindu",5,0,0,NA,NA,NA
"newala_luchindu_luchingu","newala_luchindu",4,15,3,68,2015,7
"newala_luchindu_luchingu","newala_luchindu",5,0,0,83,2016,25
"newala_luchindu_nangwala","newala_luchindu",4,2,2,68,2015,117
"newala_luchindu_nangwala","newala_luchindu",5,3,0,83,2016,56
"newala_luchindu_tupendane","newala_luchindu",4,0,0,NA,NA,NA
"newala_makonga_juhudi","newala_makonga",3,3,1,55,2014,5
"newala_makonga_kiliduii","newala_makonga",3,8,3,55,2014,3
"newala_makonga_makonga","newala_makonga",5,0,0,NA,NA,NA
"newala_makonga_mtangalanga","newala_makonga",3,2,2,55,2014,8
"newala_makonga_mtangalanga","newala_makonga",5,0,0,NA,NA,NA
"newala_makonga_nanyonda","newala_makonga",3,3,2,55,2014,2
"newala_makote_mahumbika","newala_makote",4,3,2,68,2015,5
"newala_makote_makondeko","newala_makote",3,1,2,55,2014,7
"newala_makote_makondeko","newala_makote",5,0,0,NA,NA,NA
"newala_makote_makote","newala_makote",4,8,2,68,2015,2
"newala_makote_makote","newala_makote",5,1,0,83,2016,2
"newala_makukwe_makukwe","newala_makukwe",3,3,5,NA,NA,NA
"newala_makukwe_mmongo","newala_makukwe",3,3,0,NA,NA,NA
"newala_makukwe_mnachi","newala_makukwe",3,1,0,NA,NA,NA
"newala_makukwe_mnachi","newala_makukwe",5,0,0,NA,NA,NA
"newala_makukwe_mnamunjelele","newala_makukwe",3,4,2,NA,NA,NA
"newala_makukwe_mnamunjelele","newala_makukwe",5,0,0,NA,NA,NA
"newala_makukwe_mnauja","newala_makukwe",3,5,5,NA,NA,NA
"newala_makukwe_mnauja","newala_makukwe",5,0,0,NA,NA,NA
"newala_malatu_malatujuu","newala_malatu",3,18,4,55,2014,4
"newala_malatu_malatujuu","newala_malatu",4,2,2,NA,NA,NA
"newala_malatu_malatushuleni","newala_malatu",3,0,0,55,2014,6
"newala_malatu_malatushuleni","newala_malatu",4,0,2,68,2015,13
"newala_malatu_malatushuleni","newala_malatu",5,16,3,83,2016,19
"newala_malatu_mkunjo","newala_malatu",3,13,2,55,2014,4
"newala_malatu_mkunjo","newala_malatu",5,2,0,83,2016,3
"newala_malatu_mtanda","newala_malatu",3,12,2,55,2014,2
"newala_malatu_tuyangatane","newala_malatu",3,4,3,55,2014,3
"newala_malatu_tuyangatane","newala_malatu",5,0,1,NA,NA,NA
"newala_maputi_kadengwa","newala_maputi",3,3,1,55,2014,2
"newala_maputi_kadengwa","newala_maputi",5,3,0,83,2016,5
"newala_maputi_maputi","newala_maputi",3,4,4,55,2014,14
"newala_maputi_maputi","newala_maputi",4,7,2,68,2015,8
"newala_maputi_maputi","newala_maputi",5,4,0,83,2016,10
"newala_maputi_mikwanga","newala_maputi",3,1,2,55,2014,3
"newala_maputi_mnauya","newala_maputi",3,1,3,55,2014,4
"newala_maputi_mnauya","newala_maputi",4,2,2,NA,NA,NA
"newala_maputi_mnauya","newala_maputi",5,0,0,NA,NA,NA
"newala_maputi_mtongwele","newala_maputi",3,2,3,55,2014,8
"newala_maputi_mtongwele","newala_maputi",5,0,0,NA,NA,NA
"newala_mchemo_machenje","newala_mchemo",3,6,3,55,2014,4
"newala_mchemo_mchemoa","newala_mchemo",3,3,1,55,2014,3
"newala_mchemo_mchemob","newala_mchemo",3,3,2,NA,NA,NA
"newala_mchemo_mkupete","newala_mchemo",3,0,1,55,2014,2
"newala_mchemo_mpwapwa","newala_mchemo",3,1,4,NA,NA,NA
"newala_mchemo_mpwapwa","newala_mchemo",5,0,0,NA,NA,NA
"newala_mcholii_amani","newala_mcholii",3,3,4,NA,NA,NA
"newala_mcholii_amani","newala_mcholii",4,3,0,NA,NA,NA
"newala_mcholii_chiunjira","newala_mcholii",3,2,1,55,2014,7
"newala_mcholii_chiunjira","newala_mcholii",4,5,3,68,2015,9
"newala_mcholii_makorongo","newala_mcholii",3,6,3,55,2014,1
"newala_mcholii_mcholigodauni","newala_mcholii",3,2,4,55,2014,6
"newala_mcholii_pachoto","newala_mcholii",3,4,3,55,2014,5
"newala_mcholii_tumaini","newala_mcholii",3,3,6,NA,NA,NA
"newala_mcholii_tumaini","newala_mcholii",4,3,0,NA,NA,NA
"newala_mcholiii_lidumbeshule","newala_mcholiii",3,2,4,55,2014,4
"newala_mcholiii_mnaida","newala_mcholiii",3,2,2,55,2014,3
"newala_mcholiii_mnaida","newala_mcholiii",5,0,3,NA,NA,NA
"newala_mcholiii_msilili","newala_mcholiii",3,3,6,55,2014,3
"newala_mcholiii_msilili","newala_mcholiii",4,2,0,68,2015,1
"newala_mcholiii_msilili","newala_mcholiii",5,0,0,83,2016,1
"newala_mcholiii_tawala","newala_mcholiii",3,1,3,55,2014,3
"newala_mcholiii_tawala","newala_mcholiii",4,4,2,NA,NA,NA
"newala_mdimbampelempele_chitenda","newala_mdimbampelempele",4,2,0,68,2015,2
"newala_mdimbampelempele_mdimbampelempele","newala_mdimbampelempele",4,3,0,68,2015,2
"newala_mdimbampelempele_minjale","newala_mdimbampelempele",4,0,1,68,2015,5
"newala_mdimbampelempele_ngalu","newala_mdimbampelempele",4,2,0,68,2015,3
"newala_mkomaii_chikalule","newala_mkomaii",3,0,2,55,2014,11
"newala_mkomaii_chikalule","newala_mkomaii",4,3,0,68,2015,3
"newala_mkomaii_chikalule","newala_mkomaii",5,3,0,83,2016,5
"newala_mkomaii_lihanga","newala_mkomaii",3,7,2,55,2014,18
"newala_mkomaii_lihanga","newala_mkomaii",4,3,1,68,2015,4
"newala_mkomaii_lochinu","newala_mkomaii",3,3,5,55,2014,23
"newala_mkomaii_lochinu","newala_mkomaii",4,5,2,68,2015,10
"newala_mkomaii_lochinu","newala_mkomaii",5,7,0,83,2016,10
"newala_mkomaii_mkomaii","newala_mkomaii",5,1,0,83,2016,16
"newala_mkomaii_nangudyane","newala_mkomaii",3,1,4,55,2014,10
"newala_mkomaii_nangudyane","newala_mkomaii",4,0,1,68,2015,8
"newala_mkomaii_nangudyane","newala_mkomaii",5,3,0,83,2016,8
"newala_mkunya_chihanga","newala_mkunya",3,0,3,55,2014,8
"newala_mkunya_chihanga","newala_mkunya",4,2,3,68,2015,2
"newala_mkunya_chihanga","newala_mkunya",5,2,0,83,2016,7
"newala_mkunya_matokeo","newala_mkunya",3,3,3,55,2014,9
"newala_mkunya_mkunya","newala_mkunya",3,2,6,55,2014,17
"newala_mkwedu_mkwedu","newala_mkwedu",3,1,5,NA,NA,NA
"newala_mkwedu_mnyambachi","newala_mkwedu",3,2,5,NA,NA,NA
"newala_mkwedu_mnyambachi","newala_mkwedu",4,0,2,68,2015,1
"newala_mkwedu_mnyambachi","newala_mkwedu",5,0,0,NA,NA,NA
"newala_mkwedu_tengulengu","newala_mkwedu",3,5,5,NA,NA,NA
"newala_mnekachi_chiwambo","newala_mnekachi",5,0,0,NA,NA,NA
"newala_mnekachi_mkomai","newala_mnekachi",4,5,2,68,2015,14
"newala_mnekachi_mkomai","newala_mnekachi",5,1,4,83,2016,12
"newala_mnekachi_nambunga","newala_mnekachi",4,3,2,68,2015,3
"newala_mnekachi_nambunga","newala_mnekachi",5,0,3,83,2016,12
"newala_mnyambe_bahati","newala_mnyambe",3,3,3,55,2014,8
"newala_mnyambe_bahati","newala_mnyambe",4,0,0,NA,NA,NA
"newala_mnyambe_bahati","newala_mnyambe",5,4,2,83,2016,5
"newala_mnyambe_hengapano","newala_mnyambe",3,12,4,55,2014,5
"newala_mnyambe_hengapano","newala_mnyambe",4,4,1,68,2015,16
"newala_mnyambe_hengapano","newala_mnyambe",5,4,1,83,2016,28
"newala_mnyambe_majembejuu","newala_mnyambe",4,3,0,NA,NA,NA
"newala_mnyambe_majembejuu","newala_mnyambe",5,1,5,83,2016,1
"newala_mnyambe_mnayope","newala_mnyambe",4,2,0,NA,NA,NA
"newala_mnyambe_mnayope","newala_mnyambe",5,0,3,NA,NA,NA
"newala_mnyambe_mnima","newala_mnyambe",4,2,0,68,2015,75
"newala_mnyambe_mnima","newala_mnyambe",5,12,0,83,2016,82
"newala_mnyambe_mnyambe","newala_mnyambe",4,5,4,68,2015,83
"newala_mnyambe_mnyambe","newala_mnyambe",5,19,5,83,2016,86
"newala_mtonya_julia","newala_mtonya",4,0,0,68,2015,6
"newala_mtonya_majengo","newala_mtonya",4,2,2,68,2015,12
"newala_mtonya_majengo","newala_mtonya",5,3,0,83,2016,13
"newala_mtonya_moneka","newala_mtonya",4,16,4,68,2015,10
"newala_mtonya_moneka","newala_mtonya",5,2,0,83,2016,9
"newala_mtonya_mwanona","newala_mtonya",4,0,0,68,2015,3
"newala_mtopwa_chilondolo","newala_mtopwa",5,0,0,NA,NA,NA
"newala_mtopwa_mnyeu","newala_mtopwa",5,0,0,NA,NA,NA
"newala_mtopwa_mtopwa","newala_mtopwa",5,0,0,NA,NA,NA
"newala_mtopwa_tukazane","newala_mtopwa",5,0,0,NA,NA,NA
"newala_mtunguru_mango","newala_mtunguru",3,4,4,NA,NA,NA
"newala_mtunguru_mkwaya","newala_mtunguru",3,2,5,NA,NA,NA
"newala_mtunguru_mtunguru","newala_mtunguru",3,2,2,NA,NA,NA
"newala_mtunguru_ngongo","newala_mtunguru",3,2,4,NA,NA,NA
"newala_nakahako_lukohe","newala_nakahako",3,3,3,NA,NA,NA
"newala_nakahako_mitahu","newala_nakahako",3,3,5,NA,NA,NA
"newala_nakahako_mitahu","newala_nakahako",5,0,0,NA,NA,NA
"newala_nakahako_mnahuke","newala_nakahako",3,3,5,NA,NA,NA
"newala_nakahako_mnahuke","newala_nakahako",5,0,0,NA,NA,NA
"newala_nakahako_mpalu","newala_nakahako",3,3,3,55,2014,4
"newala_nakahako_mpalu","newala_nakahako",5,0,0,NA,NA,NA
"newala_nakahako_nakahako","newala_nakahako",3,5,3,55,2014,8
"newala_nakahako_nakahako","newala_nakahako",5,0,0,NA,NA,NA
"newala_nambali_chilende","newala_nambali",3,6,5,55,2014,15
"newala_nambali_chilende","newala_nambali",4,2,0,68,2015,15
"newala_nambali_chilende","newala_nambali",5,3,0,83,2016,15
"newala_nambali_mahoha","newala_nambali",4,0,0,68,2015,6
"newala_nambali_mahoha","newala_nambali",5,4,0,83,2016,11
"newala_nambali_mmalachi","newala_nambali",4,4,0,NA,NA,NA
"newala_nambali_mmalachi","newala_nambali",5,7,0,83,2016,16
"newala_nambali_nambalia","newala_nambali",4,0,0,68,2015,6
"newala_nambali_nambalia","newala_nambali",5,2,0,83,2016,6
"newala_nambali_nambalib","newala_nambali",4,0,0,68,2015,2
"newala_nambali_nambalib","newala_nambali",5,0,0,83,2016,10
"newala_namiyonga_mandunda","newala_namiyonga",3,15,5,NA,NA,NA
"newala_namiyonga_mandunda","newala_namiyonga",4,4,1,68,2015,2
"newala_namiyonga_nakachela","newala_namiyonga",4,2,0,68,2015,2
"newala_namiyonga_namiyonga","newala_namiyonga",4,3,0,68,2015,13
"newala_nandwahi_chikundalubido","newala_nandwahi",3,5,4,NA,NA,NA
"newala_nandwahi_mpirani","newala_nandwahi",5,0,0,NA,NA,NA
"newala_nandwahi_nandwahi","newala_nandwahi",3,2,5,55,2014,3
"newala_nanguruwe_magumuchila","newala_nanguruwe",3,5,6,55,2014,11
"newala_nanguruwe_mapili","newala_nanguruwe",3,0,5,55,2014,9
"newala_nanguruwe_mapili","newala_nanguruwe",4,4,1,68,2015,3
"newala_nanguruwe_mnanje","newala_nanguruwe",4,8,10,NA,NA,NA
"newala_nanguruwe_mnanje","newala_nanguruwe",5,0,0,NA,NA,NA
"newala_nanguruwe_mtawe","newala_nanguruwe",3,1,5,NA,NA,NA
"newala_nanguruwe_mtawe","newala_nanguruwe",4,30,10,68,2015,7
"newala_nanguruwe_nanguruwe","newala_nanguruwe",4,12,3,68,2015,43
"newala_nanguruwe_samora","newala_nanguruwe",4,8,6,68,2015,4
"newala_nanguruwe_samora","newala_nanguruwe",5,4,0,83,2016,4
"ruangwa_chibula_chibula","ruangwa_chibula",3,0,4,54,2014,1
"ruangwa_chibula_chibula","ruangwa_chibula",4,4,2,69,2015,2
"ruangwa_chibula_chibula","ruangwa_chibula",5,6,3,83,2016,15
"ruangwa_chibula_lichwachwa","ruangwa_chibula",3,0,2,54,2014,7
"ruangwa_chibula_lichwachwa","ruangwa_chibula",4,9,0,69,2015,11
"ruangwa_chibula_lichwachwa","ruangwa_chibula",5,9,1,83,2016,16
"ruangwa_chibula_muhuru","ruangwa_chibula",3,2,3,54,2014,8
"ruangwa_chibula_muhuru","ruangwa_chibula",4,10,0,69,2015,13
"ruangwa_chibula_muhuru","ruangwa_chibula",5,8,6,83,2016,32
"ruangwa_chibula_nachikalala","ruangwa_chibula",3,3,4,54,2014,4
"ruangwa_chibula_nachikalala","ruangwa_chibula",4,5,0,69,2015,4
"ruangwa_chibula_nachikalala","ruangwa_chibula",5,8,1,83,2016,16
"ruangwa_chibula_namihenje","ruangwa_chibula",4,8,0,69,2015,11
"ruangwa_chienjele_mibure","ruangwa_chienjele",3,2,3,54,2014,30
"ruangwa_chienjele_mibure","ruangwa_chienjele",4,17,5,69,2015,62
"ruangwa_chienjele_mibure","ruangwa_chienjele",5,5,2,83,2016,36
"ruangwa_chienjele_namakuku","ruangwa_chienjele",3,4,5,54,2014,53
"ruangwa_chienjele_namakuku","ruangwa_chienjele",4,10,7,69,2015,45
"ruangwa_chienjele_namakuku","ruangwa_chienjele",5,11,5,83,2016,37
"ruangwa_chienjele_ngimbwa","ruangwa_chienjele",3,4,0,54,2014,4
"ruangwa_chienjele_ngimbwa","ruangwa_chienjele",4,9,2,69,2015,9
"ruangwa_chienjele_ngimbwa","ruangwa_chienjele",5,2,0,83,2016,17
"ruangwa_chienjele_njawale","ruangwa_chienjele",3,2,0,54,2014,3
"ruangwa_chienjele_njawale","ruangwa_chienjele",4,1,1,69,2015,3
"ruangwa_chienjele_njawale","ruangwa_chienjele",5,1,0,83,2016,3
"ruangwa_chienjele_njiechele","ruangwa_chienjele",3,2,3,54,2014,27
"ruangwa_chienjele_njiechele","ruangwa_chienjele",4,7,5,69,2015,28
"ruangwa_chienjele_njiechele","ruangwa_chienjele",5,13,3,83,2016,50
"ruangwa_chinongwe_chinongwea","ruangwa_chinongwe",3,3,9,54,2014,60
"ruangwa_chinongwe_chinongwea","ruangwa_chinongwe",4,9,2,69,2015,10
"ruangwa_chinongwe_chinongwea","ruangwa_chinongwe",5,4,2,83,2016,14
"ruangwa_chinongwe_chinongweb","ruangwa_chinongwe",3,6,1,NA,NA,NA
"ruangwa_chinongwe_chinongweb","ruangwa_chinongwe",4,15,5,69,2015,27
"ruangwa_chinongwe_chinongweb","ruangwa_chinongwe",5,21,3,83,2016,32
"ruangwa_chinongwe_juhudia","ruangwa_chinongwe",3,6,5,54,2014,15
"ruangwa_chinongwe_juhudia","ruangwa_chinongwe",4,10,2,69,2015,3
"ruangwa_chinongwe_juhudia","ruangwa_chinongwe",5,5,3,83,2016,10
"ruangwa_chinongwe_juhudib","ruangwa_chinongwe",3,4,1,NA,NA,NA
"ruangwa_chinongwe_juhudib","ruangwa_chinongwe",4,2,0,69,2015,36
"ruangwa_chinongwe_juhudib","ruangwa_chinongwe",5,4,1,83,2016,15
"ruangwa_chinongwe_likwachu","ruangwa_chinongwe",3,2,5,54,2014,17
"ruangwa_chinongwe_likwachu","ruangwa_chinongwe",4,10,5,69,2015,26
"ruangwa_chinongwe_likwachu","ruangwa_chinongwe",5,9,1,83,2016,20
"ruangwa_chinongwe_litama","ruangwa_chinongwe",3,9,2,54,2014,6
"ruangwa_chinongwe_litama","ruangwa_chinongwe",4,3,2,69,2015,17
"ruangwa_chinongwe_litama","ruangwa_chinongwe",5,5,0,83,2016,11
"ruangwa_chunyu_chunyu","ruangwa_chunyu",3,1,6,54,2014,18
"ruangwa_chunyu_chunyu","ruangwa_chunyu",4,3,2,69,2015,11
"ruangwa_chunyu_chunyu","ruangwa_chunyu",5,16,2,83,2016,20
"ruangwa_chunyu_mihewe","ruangwa_chunyu",3,11,4,54,2014,15
"ruangwa_chunyu_mihewe","ruangwa_chunyu",4,0,1,69,2015,15
"ruangwa_chunyu_mihewe","ruangwa_chunyu",5,4,0,83,2016,19
"ruangwa_chunyu_namikulo","ruangwa_chunyu",3,8,5,54,2014,8
"ruangwa_chunyu_namikulo","ruangwa_chunyu",4,3,1,69,2015,5
"ruangwa_chunyu_namikulo","ruangwa_chunyu",5,8,0,83,2016,10
"ruangwa_likunja_kitandi","ruangwa_likunja",3,2,5,54,2014,29
"ruangwa_likunja_kitandi","ruangwa_likunja",4,0,2,69,2015,6
"ruangwa_likunja_kitandi","ruangwa_likunja",5,6,5,83,2016,19
"ruangwa_likunja_likunja","ruangwa_likunja",3,9,5,54,2014,8
"ruangwa_likunja_likunja","ruangwa_likunja",4,2,0,69,2015,10
"ruangwa_likunja_likunja","ruangwa_likunja",5,1,0,83,2016,7
"ruangwa_likunja_mitope","ruangwa_likunja",3,5,0,54,2014,5
"ruangwa_likunja_mitope","ruangwa_likunja",4,11,7,69,2015,13
"ruangwa_likunja_mitope","ruangwa_likunja",5,7,3,83,2016,20
"ruangwa_likunja_mmawa","ruangwa_likunja",3,6,4,54,2014,7
"ruangwa_likunja_mmawa","ruangwa_likunja",4,10,7,69,2015,8
"ruangwa_likunja_mmawa","ruangwa_likunja",5,3,1,83,2016,5
"ruangwa_likunja_mpara","ruangwa_likunja",3,3,3,54,2014,11
"ruangwa_likunja_mpara","ruangwa_likunja",4,20,9,69,2015,27
"ruangwa_likunja_mpara","ruangwa_likunja",5,6,4,83,2016,22
"ruangwa_likunja_mtimboruangwa","ruangwa_likunja",3,17,7,54,2014,17
"ruangwa_likunja_mtimboruangwa","ruangwa_likunja",4,13,10,69,2015,31
"ruangwa_likunja_mtimboruangwa","ruangwa_likunja",5,5,4,83,2016,17
"ruangwa_luchelegwa_ipingo","ruangwa_luchelegwa",3,2,4,54,2014,29
"ruangwa_luchelegwa_ipingo","ruangwa_luchelegwa",4,10,3,69,2015,19
"ruangwa_luchelegwa_luchelegwa","ruangwa_luchelegwa",3,1,3,54,2014,11
"ruangwa_luchelegwa_luchelegwa","ruangwa_luchelegwa",4,10,6,69,2015,20
"ruangwa_luchelegwa_nandanga","ruangwa_luchelegwa",3,13,3,54,2014,22
"ruangwa_luchelegwa_nandanga","ruangwa_luchelegwa",4,11,3,69,2015,19
"ruangwa_luchelegwa_nandanga","ruangwa_luchelegwa",5,13,3,83,2016,22
"ruangwa_makanjiro_chikoko","ruangwa_makanjiro",3,3,0,54,2014,2
"ruangwa_makanjiro_chikoko","ruangwa_makanjiro",4,2,0,NA,NA,NA
"ruangwa_makanjiro_chilangalile","ruangwa_makanjiro",3,6,0,54,2014,5
"ruangwa_makanjiro_chilangalile","ruangwa_makanjiro",4,9,2,69,2015,3
"ruangwa_makanjiro_chinokole","ruangwa_makanjiro",3,3,0,54,2014,14
"ruangwa_makanjiro_chinokole","ruangwa_makanjiro",4,7,2,69,2015,9
"ruangwa_makanjiro_makanjiro","ruangwa_makanjiro",3,10,1,54,2014,15
"ruangwa_makanjiro_makanjiro","ruangwa_makanjiro",4,7,0,69,2015,2
"ruangwa_makanjiro_makanjiro","ruangwa_makanjiro",5,0,0,83,2016,18
"ruangwa_makanjiro_mbangara","ruangwa_makanjiro",3,6,1,54,2014,7
"ruangwa_makanjiro_mbangara","ruangwa_makanjiro",4,7,0,69,2015,9
"ruangwa_malolo_malolo","ruangwa_malolo",3,3,8,54,2014,35
"ruangwa_malolo_malolo","ruangwa_malolo",4,11,0,69,2015,31
"ruangwa_malolo_malolo","ruangwa_malolo",5,16,5,83,2016,35
"ruangwa_malolo_mchengaa","ruangwa_malolo",3,19,4,54,2014,18
"ruangwa_malolo_mchengaa","ruangwa_malolo",4,42,7,69,2015,40
"ruangwa_malolo_mchengaa","ruangwa_malolo",5,17,1,NA,NA,NA
"ruangwa_malolo_mchengab","ruangwa_malolo",3,7,2,54,2014,3
"ruangwa_malolo_mchengab","ruangwa_malolo",4,32,12,69,2015,25
"ruangwa_malolo_mchengab","ruangwa_malolo",5,11,5,83,2016,39
"ruangwa_malolo_mtawilile","ruangwa_malolo",3,12,2,54,2014,13
"ruangwa_malolo_mtawilile","ruangwa_malolo",4,11,4,69,2015,10
"ruangwa_malolo_mtawilile","ruangwa_malolo",5,9,4,83,2016,15
"ruangwa_malolo_nangumbua","ruangwa_malolo",3,16,4,54,2014,12
"ruangwa_malolo_nangumbua","ruangwa_malolo",4,21,9,69,2015,15
"ruangwa_malolo_nangumbua","ruangwa_malolo",5,25,3,83,2016,26
"ruangwa_malolo_nangumbub","ruangwa_malolo",3,19,4,54,2014,17
"ruangwa_malolo_nangumbub","ruangwa_malolo",4,11,6,69,2015,14
