"Correct_Village","Correct_Ward","Correct_District","Correct_Region","dateVaccination","Dogs"
"mtwararural_dihimba_namanjele","Dihimba","Mtwara Rural","Mtwara",2012-06-28,8
"mtwararural_dihimba_njumbuli","Dihimba","Mtwara Rural","Mtwara",2012-06-28,3
"mtwararural_kiyanga_mkahara","Kiyanga","Mtwara Rural","Mtwara",2012-06-28,2
"mtwararural_mbawala_makome","Mbawala","Mtwara Rural","Mtwara",2012-06-28,17
"mtwararural_mbawala_mihembe","Mbawala","Mtwara Rural","Mtwara",2012-06-28,5
"mtwararural_mnima_namahukula","Mnima","Mtwara Rural","Mtwara",2012-06-28,5
"mtwararural_mtiniko_tulia","Mtiniko","Mtwara Rural","Mtwara",2012-06-28,16
"mtwararural_namtumbuka_kilimahewa","Namtumbuka","Mtwara Rural","Mtwara",2012-06-28,19
"mtwararural_namtumbuka_namtumbukashuleni","Namtumbuka","Mtwara Rural","Mtwara",2012-06-28,7
"mtwararural_namtumbuka_namtumbukasokoni","Namtumbuka","Mtwara Rural","Mtwara",2012-06-28,9
"mtwararural_ndumbwe_mbuo","Ndumbwe","Mtwara Rural","Mtwara",2012-06-28,15
"mtwararural_ndumbwe_mnyundo","Ndumbwe","Mtwara Rural","Mtwara",2012-06-28,12
"mtwararural_ndumbwe_mwatehi","Ndumbwe","Mtwara Rural","Mtwara",2012-06-28,2
"mtwararural_nitekela_migombani","Nitekela","Mtwara Rural","Mtwara",2012-06-28,12
"mtwararural_tangazo_mayaya","Tangazo","Mtwara Rural","Mtwara",2012-06-28,2
"mtwararural_tangazo_mnaida","Tangazo","Mtwara Rural","Mtwara",2012-06-28,3
"mtwararural_ziwani_dingwida","Ziwani","Mtwara Rural","Mtwara",2012-06-28,5
"mtwararural_ziwani_moma","Ziwani","Mtwara Rural","Mtwara",2012-06-28,9
"mtwaraurban_jangwani_rwelu","Jangwani","Mtwara Urban","Mtwara",2012-06-28,8
"mtwaraurban_ufukoni_mbae","Ufukoni","Mtwara Urban","Mtwara",2012-06-28,16
"nanyumbu_mikangaula_mikangaula","Mikangaula","Nanyumbu","Mtwara",2012-06-28,19
"nanyumbu_nandete_nandete","Nandete","Nanyumbu","Mtwara",2012-06-28,28
"nanyumbu_nanyumbu_chungu","Nanyumbu","Nanyumbu","Mtwara",2012-06-28,13
"nanyumbu_nanyumbu_maneme","Nanyumbu","Nanyumbu","Mtwara",2012-06-28,3
"tandahimba_luagala_michinji","Luagala","Tandahimba","Mtwara",2012-06-28,16
"tandahimba_mahuta_lidumbwemtoni","Mahuta","Tandahimba","Mtwara",2012-06-28,8
"tandahimba_maundo_namahonga","Maundo","Tandahimba","Mtwara",2012-06-28,3
"tandahimba_mnyawa_maheha","Mnyawa","Tandahimba","Mtwara",2012-06-28,25
"tandahimba_tandahimba_malamba","Tandahimba","Tandahimba","Mtwara",2012-06-28,2
"tandahimba_tandahimba_tandahimba","Tandahimba","Tandahimba","Mtwara",2012-06-28,1
"lindirural_chiponda_ntauna","Chiponda","Lindi Rural","Lindi",2012-06-29,46
"lindirural_kilolambwani_kilolambwani","Kilolambwani","Lindi Rural","Lindi",2012-06-29,10
"lindirural_kiwalala_kiwalala","Kiwalala","Lindi Rural","Lindi",2012-06-29,21
"lindirural_kiwawa_mputwa","Kiwawa","Lindi Rural","Lindi",2012-06-29,11
"lindirural_mandwanga_milamba","Mandwanga","Lindi Rural","Lindi",2012-06-29,3
"lindirural_mipingo_mipingo","Mipingo","Lindi Rural","Lindi",2012-06-29,15
"lindirural_mnara_mtakuja","Mnara","Lindi Rural","Lindi",2012-06-29,16
"lindirural_mnolela_ruhokwe","Mnolela","Lindi Rural","Lindi",2012-06-29,12
"lindirural_namangale_namangaleb","Namangale","Lindi Rural","Lindi",2012-06-29,13
"lindirural_navanga_navanga","Navanga","Lindi Rural","Lindi",2012-06-29,11
"lindirural_nyangamara_utimbe","Nyangamara","Lindi Rural","Lindi",2012-06-29,19
"lindirural_nyangao_nyangaoa","Nyangao","Lindi Rural","Lindi",2012-06-29,6
"lindirural_pangatena_njonjo","Pangatena","Lindi Rural","Lindi",2012-06-29,15
"lindirural_rutamba_kinyope","Rutamba","Lindi Rural","Lindi",2012-06-29,31
"lindirural_rutamba_rutambayazamani","Rutamba","Lindi Rural","Lindi",2012-06-29,19
"lindiurban_mbanja_mbanja","Mbanja","Lindi Urban","Lindi",2012-06-29,13
"lindiurban_mingoyo_mkwaya","Mingoyo","Lindi Urban","Lindi",2012-06-29,16
"lindiurban_msinjahili_kitumbikwela","Msinjahili","Lindi Urban","Lindi",2012-06-29,8
"lindiurban_msinjahili_msonobarichini","Msinjahili","Lindi Urban","Lindi",2012-06-29,10
"lindiurban_mtanda_mtandajuu","Mtanda","Lindi Urban","Lindi",2012-06-29,16
"lindiurban_rasbura_mitwero","Rasbura","Lindi Urban","Lindi",2012-06-29,5
"nachingwea_kiegei_kiegeib","Kiegei","Nachingwea","Lindi",2012-06-29,4
"nachingwea_kiparamnero_kiparamnero","Kipara Mnero","Nachingwea","Lindi",2012-06-29,71
"nachingwea_kiparamnero_mwandila","Kipara Mnero","Nachingwea","Lindi",2012-06-29,15
"nachingwea_mkoka_likwela","Mkoka","Nachingwea","Lindi",2012-06-29,14
"nachingwea_mnerongongo_kimawe","Mnerongongo","Nachingwea","Lindi",2012-06-29,23
"nachingwea_mnerongongo_mnerongongo","Mnerongongo","Nachingwea","Lindi",2012-06-29,74
"nachingwea_mnerongongo_mpute","Mnerongongo","Nachingwea","Lindi",2012-06-29,11
"nachingwea_naipingo_mkukwe","Naipingo","Nachingwea","Lindi",2012-06-29,12
"ruangwa_chienjele_mibure","Chienjele","Ruangwa","Lindi",2012-06-29,58
"ruangwa_likunja_mitope","Likunja","Ruangwa","Lindi",2012-06-29,13
"ruangwa_makanjiro_mbangara","Makanjiro","Ruangwa","Lindi",2012-06-29,5
"ruangwa_mbekenyera_mbekenyera","Mbekenyera","Ruangwa","Lindi",2012-06-29,20
"ruangwa_nandagala_namahemab","Nandagala","Ruangwa","Lindi",2012-06-29,33
"ruangwa_nanganga_mbecha","Nanganga","Ruangwa","Lindi",2012-06-29,21
"ruangwa_ruangwa_lipande","Ruangwa","Ruangwa","Lindi",2012-06-29,2
"masasi_namalenga_namalenga","Namalenga","Masasi","Mtwara",2012-06-29,89
"masasitownshipauthority_mkomaindo_mkadaendaa","Mkomaindo","Masasi Township Authority","Mtwara",2012-06-29,112
"mtwararural_kitaya_kilombachini","Kitaya","Mtwara Rural","Mtwara",2012-06-29,1
"mtwararural_kitaya_mayembechini","Kitaya","Mtwara Rural","Mtwara",2012-06-29,4
"mtwararural_mahurunga_kihimika","Mahurunga","Mtwara Rural","Mtwara",2012-06-29,6
"mtwararural_mahurunga_kitunguli","Mahurunga","Mtwara Rural","Mtwara",2012-06-29,1
"mtwararural_mahurunga_mahurunga","Mahurunga","Mtwara Rural","Mtwara",2012-06-29,13
"mtwararural_mpapura_mabatini","Mpapura","Mtwara Rural","Mtwara",2012-06-29,3
"mtwararural_mpapura_mpapura","Mpapura","Mtwara Rural","Mtwara",2012-06-29,8
"mtwararural_mpapura_utende","Mpapura","Mtwara Rural","Mtwara",2012-06-29,26
"mtwararural_msangamkuu_mkubiru","Msanga Mkuu","Mtwara Rural","Mtwara",2012-06-29,11
"mtwararural_mtiniko_malamba","Mtiniko","Mtwara Rural","Mtwara",2012-06-29,1
"mtwararural_muungano_lyowa","Muungano","Mtwara Rural","Mtwara",2012-06-29,9
"mtwararural_muungano_muungano","Muungano","Mtwara Rural","Mtwara",2012-06-29,5
"mtwararural_namtumbuka_kiwengulo","Namtumbuka","Mtwara Rural","Mtwara",2012-06-29,19
"mtwararural_namtumbuka_mnongodi","Namtumbuka","Mtwara Rural","Mtwara",2012-06-29,8
"mtwararural_nanguruwe_nanguruwe","Nanguruwe","Mtwara Rural","Mtwara",2012-06-29,9
"mtwararural_naumbu_kisiwa","Naumbu","Mtwara Rural","Mtwara",2012-06-29,10
"mtwararural_njengwa_narunga","Njengwa","Mtwara Rural","Mtwara",2012-06-29,7
"mtwararural_njengwa_njengwa","Njengwa","Mtwara Rural","Mtwara",2012-06-29,3
"mtwararural_njengwa_ziwanijuu","Njengwa","Mtwara Rural","Mtwara",2012-06-29,1
"mtwararural_tangazo_kilambo","Tangazo","Mtwara Rural","Mtwara",2012-06-29,4
"mtwararural_tangazo_tangazo","Tangazo","Mtwara Rural","Mtwara",2012-06-29,3
"mtwaraurban_likombe_mdenga","Likombe","Mtwara Urban","Mtwara",2012-06-29,21
"tandahimba_luagala_kigamboni","Luagala","Tandahimba","Mtwara",2012-06-29,10
"tandahimba_maundo_kunandundu","Maundo","Tandahimba","Mtwara",2012-06-29,2
"lindirural_kitomanga_mkwajuni","Kitomanga","Lindi Rural","Lindi",2012-06-30,136
"lindirural_mandwanga_lindwandwali","Mandwanga","Lindi Rural","Lindi",2012-06-30,18
"lindirural_mandwanga_mandwanga","Mandwanga","Lindi Rural","Lindi",2012-06-30,8
"lindirural_mandwanga_mikongi","Mandwanga","Lindi Rural","Lindi",2012-06-30,22
"lindirural_mchinga_mchanganii","Mchinga","Lindi Rural","Lindi",2012-06-30,9
"lindirural_milola_milolab","Milola","Lindi Rural","Lindi",2012-06-30,54
"lindirural_mnolela_mnolela","Mnolela","Lindi Rural","Lindi",2012-06-30,8
"lindirural_mnolela_zingatia","Mnolela","Lindi Rural","Lindi",2012-06-30,8
"lindirural_nahukahuka_lipome","Nahukahuka","Lindi Rural","Lindi",2012-06-30,13
"lindirural_nyangao_nyangaoa","Nyangao","Lindi Rural","Lindi",2012-06-30,11
"lindirural_nyengedi_luwale","Nyengedi","Lindi Rural","Lindi",2012-06-30,3
"lindirural_pangatena_pangatena","Pangatena","Lindi Rural","Lindi",2012-06-30,13
"lindirural_rutamba_rutambayasasa","Rutamba","Lindi Rural","Lindi",2012-06-30,19
"lindiurban_chikonji_chikonjikaskazini","Chikonji","Lindi Urban","Lindi",2012-06-30,14
"lindiurban_matopeni_matopeni","Matopeni","Lindi Urban","Lindi",2012-06-30,25
"lindiurban_mbanja_likongo","Mbanja","Lindi Urban","Lindi",2012-06-30,7
"lindiurban_mingoyo_mkwaya","Mingoyo","Lindi Urban","Lindi",2012-06-30,4
"lindiurban_msinjahili_kitunda","Msinjahili","Lindi Urban","Lindi",2012-06-30,14
"lindiurban_mtanda_mtandachini","Mtanda","Lindi Urban","Lindi",2012-06-30,27
"lindiurban_rahaleo_ufukweni","Rahaleo","Lindi Urban","Lindi",2012-06-30,7
"nachingwea_chiola_chingunduli","Chiola","Nachingwea","Lindi",2012-06-30,10
"nachingwea_chiola_chiola","Chiola","Nachingwea","Lindi",2012-06-30,28
"nachingwea_chiola_mtimbo","Chiola","Nachingwea","Lindi",2012-06-30,26
"nachingwea_chiola_namauni","Chiola","Nachingwea","Lindi",2012-06-30,5
"nachingwea_mkotokuyana_mandai","Mkotokuyana","Nachingwea","Lindi",2012-06-30,21
"nachingwea_namapwia_mbute","Namapwia","Nachingwea","Lindi",2012-06-30,25
"nachingwea_namapwia_namapwia","Namapwia","Nachingwea","Lindi",2012-06-30,7
"ruangwa_chienjele_njawale","Chienjele","Ruangwa","Lindi",2012-06-30,24
"ruangwa_mbekenyera_mkutingome","Mbekenyera","Ruangwa","Lindi",2012-06-30,10
"ruangwa_nkowe_nkowe","Nkowe","Ruangwa","Lindi",2012-06-30,52
"masasitownshipauthority_sululu_sululu","Sululu","Masasi Township Authority","Mtwara",2012-06-30,79
"mtwararural_kitaya_kitaya","Kitaya","Mtwara Rural","Mtwara",2012-06-30,8
"mtwararural_kitaya_mayembejuu","Kitaya","Mtwara Rural","Mtwara",2012-06-30,7
"mtwararural_kitaya_mchanje","Kitaya","Mtwara Rural","Mtwara",2012-06-30,3
"mtwararural_kitere_chemchem","Kitere","Mtwara Rural","Mtwara",2012-06-30,7
"mtwararural_kitere_lilido","Kitere","Mtwara Rural","Mtwara",2012-06-30,14
"mtwararural_madimba_madimba","Madimba","Mtwara Rural","Mtwara",2012-06-30,10
"mtwararural_mayanga_kawawa","Mayanga","Mtwara Rural","Mtwara",2012-06-30,40
"mtwararural_milangominne_mkumbwanana","Milango Minne","Mtwara Rural","Mtwara",2012-06-30,9
"mtwararural_milangominne_mnyahi","Milango Minne","Mtwara Rural","Mtwara",2012-06-30,2
"mtwararural_milangominne_mnyawibarabarani","Milango Minne","Mtwara Rural","Mtwara",2012-06-30,4
"mtwararural_mtimbwilimbwi_shaba","Mtimbwilimbwi","Mtwara Rural","Mtwara",2012-06-30,18
"mtwararural_muungano_mkwajuni","Muungano","Mtwara Rural","Mtwara",2012-06-30,1
"mtwararural_muungano_mwembetogwa","Muungano","Mtwara Rural","Mtwara",2012-06-30,5
"mtwararural_nanguruwe_namanyakatabarabara","Nanguruwe","Mtwara Rural","Mtwara",2012-06-30,2
"mtwararural_nanguruwe_namayakatashuleni","Nanguruwe","Mtwara Rural","Mtwara",2012-06-30,1
"mtwararural_njengwa_chiwindi","Njengwa","Mtwara Rural","Mtwara",2012-06-30,7
"mtwararural_njengwa_hinju","Njengwa","Mtwara Rural","Mtwara",2012-06-30,8
"mtwararural_njengwa_nangawanga","Njengwa","Mtwara Rural","Mtwara",2012-06-30,3
"tandahimba_chingungwe_mtenda","Chingungwe","Tandahimba","Mtwara",2012-06-30,14
"tandahimba_dinduma_tandika","Dinduma","Tandahimba","Mtwara",2012-06-30,57
"newala_nanguruwe_nanguruwe","Nanguruwe","Newala","Mtwara",2012-09-11,89
"newala_nanguruwe_samora","Nanguruwe","Newala","Mtwara",2012-09-11,6
"newala_mnyambe_bahati","Mnyambe","Newala","Mtwara",2012-09-14,13
"newala_mnyambe_majembejuu","Mnyambe","Newala","Mtwara",2012-09-14,9
"newala_mnyambe_mnima","Mnyambe","Newala","Mtwara",2012-09-14,69
"newala_mnyambe_mnyambe","Mnyambe","Newala","Mtwara",2012-09-14,109
"newala_chilangala_chilangala","Chilangala","Newala","Mtwara",2012-09-15,16
"newala_mnyambe_hengapano","Mnyambe","Newala","Mtwara",2012-09-15,15
"newala_mkomaii_chikalule","Mkoma II","Newala","Mtwara",2012-09-16,20
"newala_mkomaii_lochinu","Mkoma II","Newala","Mtwara",2012-09-16,20
"newala_mnekachi_mkomai","Mnekachi","Newala","Mtwara",2012-09-17,30
"newala_chihangu_chihangua","Chihangu","Newala","Mtwara",2012-09-19,41
"newala_mkomaii_lihanga","Mkoma II","Newala","Mtwara",2012-09-19,10
"newala_nambali_chilende","Nambali","Newala","Mtwara",2012-09-19,6
"newala_makote_makote","Makote","Newala","Mtwara",2012-09-20,50
"newala_mkomaii_nangudyane","Mkoma II","Newala","Mtwara",2012-09-20,10
"newala_mkunya_chihanga","Mkunya","Newala","Mtwara",2012-09-20,75
"newala_mkunya_mkunya","Mkunya","Newala","Mtwara",2012-09-20,80
"newala_nanguruwe_mapili","Nanguruwe","Newala","Mtwara",2012-09-20,85
"newala_chihangu_idamnole","Chihangu","Newala","Mtwara",2012-09-21,29
"newala_chilangala_mikumbi","Chilangala","Newala","Mtwara",2012-09-21,20
"newala_chilangala_namangadu","Chilangala","Newala","Mtwara",2012-09-21,3
"newala_kitangari_kitangarihospitali","Kitangari","Newala","Mtwara",2012-09-21,53
"newala_nambali_nambalia","Nambali","Newala","Mtwara",2012-09-21,15
"newala_chilangala_mkongi","Chilangala","Newala","Mtwara",2012-09-22,1
"newala_luchindu_nangwala","Luchindu","Newala","Mtwara",2012-09-22,65
"newala_mtonya_majengo","Mtonya","Newala","Mtwara",2012-09-22,5
"newala_luchindu_nangwala","Luchindu","Newala","Mtwara",2012-09-23,6
"newala_mdimbampelempele_chitenda","Mdimbampelempele","Newala","Mtwara",2012-09-23,38
"newala_namiyonga_mandunda","Namiyonga","Newala","Mtwara",2012-09-23,12
"newala_nakahako_mpalu","Nakahako","Newala","Mtwara",2012-09-24,21
"newala_mkunya_chihanga","Mkunya","Newala","Mtwara",2012-09-25,80
"newala_makote_makondeko","Makote","Newala","Mtwara",2012-09-30,9
"lindiurban_mikumbi_uganda","Mikumbi","Lindi Urban","Lindi",2014-06-01,5
"lindiurban_mbanja_mbanja","Mbanja","Lindi Urban","Lindi",2014-06-03,6
"ruangwa_chibula_nachikalala","Chibula","Ruangwa","Lindi",2014-06-06,4
"ruangwa_chienjele_ngimbwa","Chienjele","Ruangwa","Lindi",2014-06-06,4
"ruangwa_chinongwe_chinongwea","Chinongwe","Ruangwa","Lindi",2014-06-06,60
"ruangwa_chunyu_namikulo","Chunyu","Ruangwa","Lindi",2014-06-06,8
"ruangwa_likunja_likunja","Likunja","Ruangwa","Lindi",2014-06-06,8
"ruangwa_luchelegwa_luchelegwa","Luchelegwa","Ruangwa","Lindi",2014-06-06,11
"ruangwa_makanjiro_chinokole","Makanjiro","Ruangwa","Lindi",2014-06-06,14
"ruangwa_malolo_malolo","Malolo","Ruangwa","Lindi",2014-06-06,35
"ruangwa_mandawa_chikundi","Mandawa","Ruangwa","Lindi",2014-06-06,13
"ruangwa_mbekenyera_namilema","Matambarale","Ruangwa","Lindi",2014-06-06,10
"ruangwa_mbekenyera_mbekenyera","Mbekenyera","Ruangwa","Lindi",2014-06-06,45
"ruangwa_mnacho_ngau","Mnacho","Ruangwa","Lindi",2014-06-06,30
"ruangwa_nachingwea_dodoma","Nachingwea","Ruangwa","Lindi",2014-06-06,10
"ruangwa_nandagala_nandagalaa","Nandagara","Ruangwa","Lindi",2014-06-06,17
"ruangwa_nanganga_mbecha","Nanganga","Ruangwa","Lindi",2014-06-06,13
"ruangwa_narungombe_liuguru","Narungombe","Ruangwa","Lindi",2014-06-06,15
"ruangwa_ruangwa_mchangani","Ruangwa","Ruangwa","Lindi",2014-06-06,5
"ruangwa_chibula_chibula","Chibula","Ruangwa","Lindi",2014-06-09,1
"ruangwa_chienjele_njiechele","Chienjele","Ruangwa","Lindi",2014-06-09,27
"ruangwa_chinongwe_juhudia","Chinongwe","Ruangwa","Lindi",2014-06-09,15
"ruangwa_chunyu_mihewe","Chunyu","Ruangwa","Lindi",2014-06-09,15
"ruangwa_likunja_mmawa","Likunja","Ruangwa","Lindi",2014-06-09,7
"ruangwa_luchelegwa_ipingo","Luchelegwa","Ruangwa","Lindi",2014-06-09,29
"ruangwa_makanjiro_makanjiro","Makanjiro","Ruangwa","Lindi",2014-06-09,15
"ruangwa_malolo_nangumbua","Malolo","Ruangwa","Lindi",2014-06-09,12
"ruangwa_mandarawe_nachinyimba","Mandarawe","Ruangwa","Lindi",2014-06-09,6
"ruangwa_mandawa_mandawachini","Mandawa","Ruangwa","Lindi",2014-06-09,12
"ruangwa_matambarale_nandandara","Matambarale","Ruangwa","Lindi",2014-06-09,14
"ruangwa_mbekenyera_naunambe","Mbekenyera","Ruangwa","Lindi",2014-06-09,15
"ruangwa_mnacho_chimbilaa","Mnacho","Ruangwa","Lindi",2014-06-09,15
"ruangwa_nachingwea_nachingwea","Nachingwea","Ruangwa","Lindi",2014-06-09,10
"ruangwa_nandagala_namahemaa","Nandagara","Ruangwa","Lindi",2014-06-09,9
"ruangwa_nanganga_nanganga","Nanganga","Ruangwa","Lindi",2014-06-09,16
"ruangwa_narungombe_narungombe","Narungombe","Ruangwa","Lindi",2014-06-09,39
"ruangwa_ruangwa_likangara","Ruangwa","Ruangwa","Lindi",2014-06-09,18
"nanyumbu_likokona_msinyasi","Likokona","Nanyumbu","Mtwara",2014-06-09,11
"nanyumbu_mangaka_kilimanihewa","Mangaka","Nanyumbu","Mtwara",2014-06-09,23
"nanyumbu_mangaka_mangaka","Mangaka","Nanyumbu","Mtwara",2014-06-09,29
"nanyumbu_mangaka_mnonia","Mangaka","Nanyumbu","Mtwara",2014-06-09,19
"nanyumbu_mangaka_ngalinje","Mangaka","Nanyumbu","Mtwara",2014-06-09,4
"nanyumbu_mikangaula_lowasa","Mikangaula","Nanyumbu","Mtwara",2014-06-09,16
"nanyumbu_mikangaula_mikangaula","Mikangaula","Nanyumbu","Mtwara",2014-06-09,17
"nanyumbu_mikangaula_nahimba","Mikangaula","Nanyumbu","Mtwara",2014-06-09,16
"nanyumbu_mikangaula_nangaramo","Mikangaula","Nanyumbu","Mtwara",2014-06-09,13
"nanyumbu_nangomba_chihuve","Nangomba","Nanyumbu","Mtwara",2014-06-09,8
"nanyumbu_nanyumbu_chungu","Nanyumbu","Nanyumbu","Mtwara",2014-06-09,25
"nanyumbu_nanyumbu_nanyumbu","Nanyumbu","Nanyumbu","Mtwara",2014-06-09,9
"ruangwa_chibula_lichwachwa","Chibula","Ruangwa","Lindi",2014-06-10,7
"ruangwa_chienjele_namakuku","Chienjele","Ruangwa","Lindi",2014-06-10,53
"ruangwa_chinongwe_litama","Chinongwe","Ruangwa","Lindi",2014-06-10,6
"ruangwa_chunyu_chunyu","Chunyu","Ruangwa","Lindi",2014-06-10,18
"ruangwa_likunja_mtimboruangwa","Likunja","Ruangwa","Lindi",2014-06-10,17
"ruangwa_luchelegwa_nandanga","Luchelegwa","Ruangwa","Lindi",2014-06-10,22
"ruangwa_makanjiro_mbangara","Makanjiro","Ruangwa","Lindi",2014-06-10,7
"ruangwa_malolo_nangumbub","Malolo","Ruangwa","Lindi",2014-06-10,17
"ruangwa_mandarawe_nandenje","Mandarawe","Ruangwa","Lindi",2014-06-10,10
"ruangwa_mandawa_nahanga","Mandawa","Ruangwa","Lindi",2014-06-10,9
"ruangwa_matambarale_matambarale","Matambarale","Ruangwa","Lindi",2014-06-10,19
"ruangwa_mbekenyera_mkutingome","Mbekenyera","Ruangwa","Lindi",2014-06-10,10
"ruangwa_mnacho_chimbilab","Mnacho","Ruangwa","Lindi",2014-06-10,20
"ruangwa_nachingwea_kilimahewa","Nachingwea","Ruangwa","Lindi",2014-06-10,23
"ruangwa_nandagala_namahemab","Nandagara","Ruangwa","Lindi",2014-06-10,12
"ruangwa_nanganga_mtakuja","Nanganga","Ruangwa","Lindi",2014-06-10,18
"ruangwa_narungombe_chikwale","Narungombe","Ruangwa","Lindi",2014-06-10,14
"nanyumbu_chipuputa_namaguruvi","Chipuputa","Nanyumbu","Mtwara",2014-06-10,2
"nanyumbu_likokona_likokona","Likokona","Nanyumbu","Mtwara",2014-06-10,13
"nanyumbu_mangaka_mtokora","Mangaka","Nanyumbu","Mtwara",2014-06-10,16
"nanyumbu_mikangaula_kamundi","Mikangaula","Nanyumbu","Mtwara",2014-06-10,13
"nanyumbu_mikangaula_kilosa","Mikangaula","Nanyumbu","Mtwara",2014-06-10,5
"nanyumbu_mikangaula_namatumbusi","Mikangaula","Nanyumbu","Mtwara",2014-06-10,6
"nanyumbu_mikangaula_nawaje","Mikangaula","Nanyumbu","Mtwara",2014-06-10,15
"nanyumbu_nanyumbu_chitawatawa","Nanyumbu","Nanyumbu","Mtwara",2014-06-10,17
"nanyumbu_nanyumbu_chitowe","Nanyumbu","Nanyumbu","Mtwara",2014-06-10,34
"nanyumbu_nanyumbu_makanya","Nanyumbu","Nanyumbu","Mtwara",2014-06-10,53
"nanyumbu_sengenya_nachura","Sengenya","Nanyumbu","Mtwara",2014-06-10,33
"nanyumbu_sengenya_namarupi","Sengenya","Nanyumbu","Mtwara",2014-06-10,5
"ruangwa_chibula_muhuru","Chibula","Ruangwa","Lindi",2014-06-11,8
"ruangwa_chienjele_mibure","Chienjele","Ruangwa","Lindi",2014-06-11,30
"ruangwa_chinongwe_likwachu","Chinongwe","Ruangwa","Lindi",2014-06-11,17
"ruangwa_likunja_mpara","Likunja","Ruangwa","Lindi",2014-06-11,11
"ruangwa_makanjiro_chilangalile","Makanjiro","Ruangwa","Lindi",2014-06-11,5
"ruangwa_malolo_mtawilile","Malolo","Ruangwa","Lindi",2014-06-11,13
"ruangwa_mandawa_mchichili","Mandawa","Ruangwa","Lindi",2014-06-11,1
"ruangwa_matambarale_matambaralekaskazini","Matambarale","Ruangwa","Lindi",2014-06-11,9
"ruangwa_mbekenyera_chingumbwa","Mbekenyera","Ruangwa","Lindi",2014-06-11,25
"ruangwa_mnacho_manokwe","Mnacho","Ruangwa","Lindi",2014-06-11,1
"ruangwa_nandagala_mmawa","Nandagara","Ruangwa","Lindi",2014-06-11,4
"ruangwa_narungombe_machanganja","Narungombe","Ruangwa","Lindi",2014-06-11,10
"nanyumbu_likokona_makongondela","Likokona","Nanyumbu","Mtwara",2014-06-11,18
"nanyumbu_mangaka_ndwikaii","Mangaka","Nanyumbu","Mtwara",2014-06-11,7
"nanyumbu_maratani_mchangani","Maratani","Nanyumbu","Mtwara",2014-06-11,21
"nanyumbu_nanyumbu_mkuula","Nanyumbu","Nanyumbu","Mtwara",2014-06-11,7
"ruangwa_chibula_namihenje","Chibula","Ruangwa","Lindi",2014-06-12,14
"ruangwa_chienjele_njawale","Chienjele","Ruangwa","Lindi",2014-06-12,3
"ruangwa_likunja_mitope","Likunja","Ruangwa","Lindi",2014-06-12,5
"ruangwa_makanjiro_chikoko","Makanjiro","Ruangwa","Lindi",2014-06-12,2
"ruangwa_malolo_mchengaa","Malolo","Ruangwa","Lindi",2014-06-12,18
"ruangwa_mbekenyera_namilema","Mbekenyera","Ruangwa","Lindi",2014-06-12,13
"ruangwa_narungombe_nangurugai","Narungombe","Ruangwa","Lindi",2014-06-12,10
"nanyumbu_lumesule_changwale","Lumesule","Nanyumbu","Mtwara",2014-06-12,8
"nanyumbu_lumesule_mchenjeuka","Lumesule","Nanyumbu","Mtwara",2014-06-12,10
"nanyumbu_lumesule_nandembo","Lumesule","Nanyumbu","Mtwara",2014-06-12,1
"nanyumbu_mkonona_chilunda","Mkonona","Nanyumbu","Mtwara",2014-06-12,14
"nanyumbu_mkonona_namijati","Mkonona","Nanyumbu","Mtwara",2014-06-12,16
"nanyumbu_mnanje_chikunjaii","Mnanje","Nanyumbu","Mtwara",2014-06-12,2
"nanyumbu_mnanje_mnanjea","Mnanje","Nanyumbu","Mtwara",2014-06-12,13
"nanyumbu_mnanje_mnanjeb","Mnanje","Nanyumbu","Mtwara",2014-06-12,24
"nanyumbu_nangomba_mjimwema","Nangomba","Nanyumbu","Mtwara",2014-06-12,38
"nanyumbu_nangomba_mnemeke","Nangomba","Nanyumbu","Mtwara",2014-06-12,33
"nanyumbu_nangomba_nangomba","Nangomba","Nanyumbu","Mtwara",2014-06-12,33
"ruangwa_likunja_kitandi","Likunja","Ruangwa","Lindi",2014-06-13,29
"ruangwa_malolo_mchengab","Malolo","Ruangwa","Lindi",2014-06-13,3
"nanyumbu_chipuputa_chipuputa","Chipuputa","Nanyumbu","Mtwara",2014-06-13,9
"nanyumbu_chipuputa_mkohola","Chipuputa","Nanyumbu","Mtwara",2014-06-13,9
